GA_REVENUE,daysSinceLastSession,browser,mobileDeviceBranding,newOrReturning,hour,dayOfWeekName,orderCouponCode,shoppingStage,transactions,checkoutOptions,buyToDetailRate,transactionsPerSession,transactionShipping,transactionTax,uniquePurchases,cartToDetailRate,quantityAddedToCart,quantityCheckedOut,quantityRemovedFromCart,sessions_to_transaction,days_to_transaction,type
10000,0,Chrome,none,Returning Visitor,19,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,21,4,0
625,0,Chrome,none,Returning Visitor,19,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,0,0
8000,0,Chrome,none,Returning Visitor,19,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,21,4,0
3375,44,Safari,Apple,Returning Visitor,20,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
3600,0,Firefox,none,Returning Visitor,20,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,1,0
7200,0,Safari,Apple,Returning Visitor,20,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,0
13020,1,Firefox,none,Returning Visitor,21,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,35,56,0
14200,1,Firefox,none,Returning Visitor,21,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,35,56,0
9000,1,Chrome,none,Returning Visitor,23,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,4,0
200,0,Chrome,none,New Visitor,23,Tuesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6000,1,Chrome,none,Returning Visitor,0,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,4,0
8980,0,Chrome,none,New Visitor,7,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6980,0,Chrome,none,New Visitor,7,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
863,3,Chrome,none,Returning Visitor,9,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,59,0
7000,0,Chrome,none,Returning Visitor,9,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,62,22,0
825,0,Chrome,none,New Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
1000,0,Chrome,none,New Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
338,1,Chrome,none,Returning Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,50,24,0
950,0,Chrome,none,New Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
13000,0,Chrome,none,Returning Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,12,6,0
3800,0,Chrome,none,Returning Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,63,22,0
6600,0,Chrome,none,Returning Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,63,22,0
29000,0,Chrome,none,Returning Visitor,11,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,18,6,0
30000,0,Chrome,none,Returning Visitor,12,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,18,6,0
8100,0,Chrome,none,Returning Visitor,12,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,25,5,0
9980,0,Chrome,none,Returning Visitor,12,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,25,5,0
37500,1,Firefox,none,Returning Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,11,38,0
7700,0,Chrome,none,Returning Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,15,0
8000,0,Chrome,none,Returning Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,25,5,0
18900,1,Firefox,none,Returning Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,11,38,0
7300,0,Chrome,none,New Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6500,0,Chrome,none,New Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
3980,0,Chrome,none,New Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
4980,0,Chrome,none,New Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
5071,0,Chrome,none,Returning Visitor,13,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,96,31,0
11500,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,12,0
71000,11,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
24000,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,108,24,0
7700,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,12,0
9100,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,12,0
9100,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,12,0
38000,0,Chrome,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,12,0
10900,0,Firefox,none,Returning Visitor,14,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
13000,0,Chrome,none,Returning Visitor,15,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,17,4,0
9180,0,Chrome,none,Returning Visitor,15,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,17,4,0
13400,0,Chrome,none,New Visitor,15,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
625,0,Chrome,none,Returning Visitor,15,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,16,0
11400,0,Edge,none,New Visitor,15,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
4200,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
888,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,135,67,0
813,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,135,67,0
3000,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,26,5,0
5000,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
9300,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,29,75,0
36000,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,16,23,0
3700,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,33,0
15000,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
8500,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
20000,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,109,25,0
12200,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
8800,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
22000,0,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,109,25,0
15000,0,Chrome,none,New Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
53000,1,Chrome,none,Returning Visitor,16,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,32,0
4500,0,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,16,7,0
13000,0,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,14,21,0
14000,0,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,14,21,0
12000,0,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,66,23,0
13000,0,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,16,7,0
4900,1,Chrome,none,Returning Visitor,17,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,133,0
13000,0,Chrome,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,99,145,0
7400,0,Edge,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6000,0,Edge,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
3900,3,Chrome,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,28,0
3000,0,Chrome,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
9600,0,Chrome,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,99,145,0
11400,0,Edge,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
13000,0,Firefox,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,76,130,0
7600,0,Chrome,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6700,0,Chrome,none,New Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
8500,0,Chrome,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,10,30,0
7000,0,Chrome,none,Returning Visitor,18,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,10,30,0
5200,0,Chrome,none,New Visitor,19,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
10500,0,Chrome,none,Returning Visitor,19,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,10,30,0
7000,0,Chrome,none,Returning Visitor,19,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,15,21,0
10000,0,Chrome,none,Returning Visitor,19,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,16,22,0
17000,147,Chrome,none,Returning Visitor,20,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,154,0
8500,0,Chrome,none,Returning Visitor,20,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
20000,0,Chrome,none,Returning Visitor,20,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
2800,0,Chrome,none,Returning Visitor,20,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
4200,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
10000,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
6200,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
9500,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
10220,1,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,2,0
2400,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
26000,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
2600,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
3200,0,Chrome,none,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
2800,0,Safari,Apple,New Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
7700,1,Chrome,Samsung,Returning Visitor,21,Wednesday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,25,53,0
7700,0,Chrome,Samsung,New Visitor,2,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
14660,1,Safari,Apple,Returning Visitor,5,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,1,0
15900,0,Firefox,none,Returning Visitor,9,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,12,38,0
22600,0,Chrome,Samsung,Returning Visitor,9,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
25500,0,Firefox,none,Returning Visitor,10,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,12,38,0
3900,1,Chrome,none,Returning Visitor,11,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,1,0
7800,0,Safari,none,Returning Visitor,11,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
3900,0,Edge,none,New Visitor,12,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
9000,0,Chrome,none,Returning Visitor,12,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,0
7400,0,Chrome,none,Returning Visitor,12,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,0
9600,2,Chrome,none,Returning Visitor,13,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,18,8,0
16500,0,Chrome,none,Returning Visitor,13,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,37,37,0
563,0,Chrome,none,Returning Visitor,13,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,53,25,0
663,0,Chrome,none,Returning Visitor,13,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,53,25,0
2752,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,101,32,0
100000,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,11,15,0
588,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,54,26,0
3600,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,6,0
8000,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,6,0
36000,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,6,0
15000,0,Chrome,none,Returning Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,91,54,0
54500,0,Internet Explorer,none,New Visitor,14,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
7200,0,Chrome,none,New Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
3000,0,Chrome,none,Returning Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,16,2,0
5700,0,Chrome,none,New Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
11000,0,Opera,none,Returning Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,59,20,0
9000,0,Internet Explorer,none,New Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
11000,0,Opera,none,Returning Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,59,20,0
14220,0,Chrome,none,Returning Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,8,15,0
8300,0,Chrome,none,Returning Visitor,15,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,32,6,0
7700,0,Chrome,none,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,8,1,0
4700,0,Chrome,none,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,42,34,0
3780,1,Safari,Apple,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,59,91,0
4700,0,Chrome,none,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,71,24,0
17100,0,Chrome,none,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,247,68,0
5800,0,Chrome,none,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,71,24,0
650,0,Chrome,Samsung,Returning Visitor,16,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,11,6,0
17500,2,Chrome,none,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,88,107,0
42000,0,Chrome,none,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,60,20,0
3700,2,Chrome,Samsung,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,106,71,0
6000,0,Chrome,none,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,498,154,0
26000,0,Chrome,none,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,72,24,0
5400,0,Chrome,Samsung,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
91000,0,Safari,none,Returning Visitor,17,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,20,24,0
800,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
800,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
700,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
5500,6,Chrome,none,Returning Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,6,0
450,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
21500,0,Chrome,none,Returning Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,89,107,0
900,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
9900,0,Chrome,none,Returning Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,0
2900,0,Internet Explorer,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
10500,6,Chrome,none,Returning Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,6,0
775,0,Chrome,none,New Visitor,18,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
8500,0,Chrome,none,Returning Visitor,19,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,60,20,0
3700,0,Firefox,none,Returning Visitor,19,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,3,0
1300,0,Firefox,none,Returning Visitor,19,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,3,0
10500,0,Chrome,none,Returning Visitor,20,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,70,25,0
713,1,Chrome,none,Returning Visitor,21,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,6,0
625,0,Chrome,none,New Visitor,22,Thursday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
15300,0,Chrome,none,Returning Visitor,0,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,24,44,0
588,0,Chrome,none,Returning Visitor,11,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,57,26,0
613,0,Chrome,none,Returning Visitor,11,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,57,26,0
563,0,Chrome,none,Returning Visitor,11,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,57,26,0
8400,0,Chrome,none,Returning Visitor,11,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,72,25,0
35500,0,Chrome,none,Returning Visitor,11,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,18,58,0
11000,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,62,20,0
9600,1,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,90,133,0
17000,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
11300,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
5600,0,Chrome,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
7000,0,Edge,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
14400,0,Chrome,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
7000,138,Chrome,Samsung,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
34000,0,Safari,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,24,0
7500,0,Chrome,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,62,20,0
6800,0,Edge,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
3600,0,Edge,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
6500,0,Chrome,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,62,20,0
13500,1,Chrome,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,2,0
8500,0,Chrome,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
7900,1,Chrome,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,2,0
21900,1,Chrome,none,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,2,0
6000,0,Chrome,Xiaomi,Returning Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,8,0
5000,0,Chrome,none,New Visitor,13,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
23500,0,Safari,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,24,0
6000,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,8,0
6700,1,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,19,38,0
5000,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,107,71,0
7500,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,107,71,0
46080,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,35,42,0
25000,0,Chrome,Samsung,Returning Visitor,15,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,0
5000,0,Chrome,none,Returning Visitor,15,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,15,16,0
4500,0,Chrome,none,Returning Visitor,15,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,0
7400,1,Chrome,none,Returning Visitor,15,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,0
